Description,Qty,Total Amount,all_nan,Branch,Division,Group
ICED AMERICANO LARGE,138.0,"36,548.29",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED LATTE LARGE,707.0,"188,302.10",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MOCHA LARGE,88.0,"26,137.81",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED WHITE MOCHA LARGE,412.0,"122,301.59",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN MEDIUM,1024.0,"240,337.24",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN LARGE,142.0,"37,917.48",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE SMALL,864.0,"170,843.48",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE MEDIUM,2250.0,"521,749.64",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE LARGE,585.0,"157,049.73",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN SMALL,1291.0,"103,446.91",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO SMALL,903.0,"208,852.52",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO MEDIUM,2085.0,"556,356.52",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO LARGE,347.0,"104,332.55",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE SMALL,23.0,"5,394.29",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE MEDIUM,92.0,"24,653.69",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC MEDIUM,352.0,"93,831.83",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC SMALL,219.0,"48,875.95",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
BLUE NADE,1396.0,"370,844.69",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED DOUBLE SHOT TOFFEE NUT SMALL,2.0,450.21,False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,4.0,"1,040.24",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE SMALL,94.0,"20,792.79",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE MEDIUM,116.0,"30,681.68",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED DOUBLE SHOT TOFFEE NUT LARGE,1.0,300.00,False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE LARGE,5.0,"1,663.66",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC LARGE,59.0,"17,528.83",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE LARGE,34.0,"10,006.01",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SPANISH LATTE SMALL,909.0,"216,617.06",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SPANISH LATTE MEDIUM,2513.0,"734,416.11",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE SMALL,112.0,"19,645.01",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE MEDIUM,262.0,"69,757.12",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE LARGE,49.0,"15,036.04",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
COLD BREW BOTTLE,528.0,"74,561.56",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
Total by Group: MIXED COLD BEVERAGES,27569.0,"6,528,420.67",False,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES
COFFEE FRAPPE SMALL,192.0,"36,464.14",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
COFFEE FRAPPE MEDIUM,368.0,"82,950.00",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP SMALL,1853.0,"401,332.73",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP MEDIUM,4618.0,"1,232,263.31",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP LARGE,764.0,"236,710.13",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
COFFEE FRAPP LARGE,66.0,"17,053.93",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP SMALL,515.0,"114,551.11",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP MEDIUM,1443.0,"379,871.23",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP LARGE,272.0,"77,066.70",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP SMALL,233.0,"43,014.95",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP MEDIUM,338.0,"75,593.69",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP LARGE,101.0,"25,212.25",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP SMALL,731.0,"161,387.84",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP MEDIUM,1309.0,"340,169.37",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP LARGE,242.0,"67,429.67",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP SMALL,225.0,"48,064.14",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP MEDIUM,520.0,"133,853.93",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP LARGE,117.0,"33,214.50",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP SMALL,56.0,"12,090.45",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP MEDIUM,165.0,"42,746.67",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAPP MEDIUM,1484.0,"396,043.85",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAPP LARGE,268.0,"74,306.91",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP LARGE,31.0,"8,617.12",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAP SMALL,960.0,"210,937.36",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM  FRAPP MEDIUM,1712.0,"456,449.97",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM  FRAPP LARGE,236.0,"72,879.72",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM FRAPP SMALL,861.0,"183,246.34",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM  FRAPP SMALL,194.0,"44,380.00",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM FRAPP MEDIUM,349.0,"92,175.26",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM FRAPP LARGE,110.0,"31,498.95",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP SMALL,1059.0,"212,027.90",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP MEDIUM,1479.0,"394,969.61",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP LARGE,345.0,"96,578.47",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAP SMALL,251.0,"55,810.60",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAPP MEDIUM,498.0,"128,115.08",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAPP LARGE,51.0,"14,111.11",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP SMALL,61.0,"14,125.29",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP MEDIUM,161.0,"40,841.32",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP LARGE,17.0,"4,624.32",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP SMALL,17.0,"3,860.48",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP MEDIUM,56.0,"16,172.97",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT CREAM  FRAP SMALL,5.0,"1,240.72",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT CREAM  FRAP MEDIUM,9.0,"2,623.21",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT CREAM  FRAP LARGE,4.0,"1,333.33",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP LARGE,2.0,666.67,False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE SMALL,70.0,"16,592.97",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE SMALL,22.0,"5,229.79",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE MEDIUM,54.0,"15,294.20",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE LARGE,5.0,"1,663.96",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE MEDIUM,256.0,"71,178.00",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE LARGE,51.0,"15,471.47",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY SHAKE,20.0,"6,606.61",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
Total by Group: BLENDED BRINKS,24826.0,"6,250,714.31",False,Stories Saida,COLD BAR SECTION,BLENDED BRINKS
ICED PEACH TEA  SMALL,848.0,"85,347.45",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED PEACH TEA  MEDIUM,720.0,"179,839.52",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED LEMON TEA  SMALL,8.0,"1,307.51",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED LEMON TEA  MEDIUM,9.0,"2,267.87",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED RASPBERRY TEA  SMALL,18.0,"2,566.67",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED RASPBERRY TEA  MEDIUM,30.0,"8,000.00",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED LEMON TEA LARGE,7.0,"2,010.81",False,Stories Saida,COLD BAR SECTION,ICE TEA
ICED PEACH TEA LARGE,244.0,"66,892.43",False,Stories Saida,COLD BAR SECTION,ICE TEA
Total by Group: ICE TEA,1884.0,"348,232.25",False,Stories Saida,COLD BAR SECTION,ICE TEA
ADD CARAMEL SMALL,1475.0,"45,535.38",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SMALL,1051.0,"31,800.54",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT SMALL,627.0,"19,345.44",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL MEDIUM,3619.0,"116,778.77",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA MEDIUM,2516.0,"80,750.96",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT MEDIUM,1396.0,"45,392.22",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD SHOT,5469.0,"196,804.71",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD WHIPPED CREAM,379.0,"12,343.63",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MOCHA SMALL,244.0,"4,870.75",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA SMALL,2126.0,"32,329.19",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL DRIZZLE,690.0,"22,701.29",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CHOCOLATE DRIZZLE,202.0,"6,622.13",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL LARGE,443.0,"13,994.81",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA LARGE,737.0,"23,130.18",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT LARGE,153.0,"4,863.42",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF MEDIUM,1158.0,"37,183.70",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF LARGE,236.0,"7,448.68",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF SMALL,1159.0,"33,265.92",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF MEDIUM,1907.0,"60,945.05",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF LARGE,354.0,"11,135.17",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF SMALL,740.0,"23,520.15",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD YIRGACHEFFE SHOT,105.0,"3,757.36",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
REPLACE 1 SHOT YIRGACHEFFE,3723.0,"246,697.06",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
REPLACE 2 SHOT YIRGACHEFFE,2865.0,"187,032.13",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
REPLACE 3 SHOT YIRGACHEFFE,1119.0,"72,831.47",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
NO WHIPPED CREAM,451.0,0.00,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA MEDIUM,2052.0,"66,602.34",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA LARGE,362.0,"11,487.87",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
1 SHOT DECAFE,1083.0,0.00,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
2 SHOT DECAFE,1650.0,0.00,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
3 SHOT DECAFE,296.0,0.00,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MOCHA LARGE,16.0,503.30,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MOCHA MEDIUM,249.0,"8,172.10",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
STRAWBERRY DRIZZLE TOPPING,241.0,"7,712.40",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD TOFFEE NUT SMALL,9.0,220.12,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD TOFFEE NUT MEDIUM,8.0,263.06,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD BANANA SAUCE SMALL,12.0,403.33,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD BANANA SAUCE MEDIUM,22.0,733.33,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE SMALL,36.0,"1,200.00",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE MEDIUM,42.0,"1,400.00",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE LARGE,6.0,400.00,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MATCHA SMALL,1.0,45.05,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MATCHA MEDIUM,12.0,648.65,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
ADD MATCHA LARGE,1.0,60.06,False,Stories Saida,COLD BAR SECTION,ADD SYRUP
Total by Group: ADD SYRUP,41042.0,"1,440,931.73",False,Stories Saida,COLD BAR SECTION,ADD SYRUP
REPLACE ALMOND SMALL,443.0,"41,340.85",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE ALMOND MEDIUM,753.0,"87,849.79",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE COCONUT SMALL,398.0,"36,000.67",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE COCONUT MEDIUM,749.0,"70,920.94",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK SMALL,2556.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK MEDIUM,3391.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE SMALL,1721.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE MEDIUM,2422.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT MEDIUM,220.0,"28,152.19",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT SMALL,92.0,"8,895.05",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA SMALL,30.0,"2,908.11",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA MEDIUM,47.0,"6,019.22",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND SMALL,55.0,"5,218.02",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND MEDIUM,75.0,"9,594.35",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE ALMOND LARGE,75.0,"11,091.38",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE COCONUT LARGE,261.0,"28,433.17",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE LARGE,339.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK LARGE,561.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND LARGE,12.0,"1,834.83",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT LARGE,49.0,"7,581.38",False,Stories Saida,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA LARGE,12.0,"1,879.88",False,Stories Saida,COLD BAR SECTION,REPLACE
ADD FULL FAT MILK,12.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
ADD SKIMMED MILK,5.0,0.00,False,Stories Saida,COLD BAR SECTION,REPLACE
Total by Group: REPLACE,14278.0,"347,719.84",False,Stories Saida,COLD BAR SECTION,REPLACE
Total by Division: COLD BAR SECTION,109599.0,"14,916,018.80",False,Stories Saida,COLD BAR SECTION,
WATER,33289.0,"1,237,371.23",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
ORANGE JUICE,796.0,"133,967.42",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
LEMON JUICE,246.0,"41,274.77",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
MAWARDI JUICE,248.0,"41,578.08",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
APPLE JUICE,219.0,"36,693.69",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
POMEGRANATE JUICE,282.0,"47,300.45",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO CLEMENTINE 330ML/24,251.0,"42,081.53",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO GLASS 250ML/24,269.0,"36,523.12",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO LEMON 330ML/24,319.0,"53,417.87",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
RIM SPARKLING WATER-250 ML,949.0,"59,606.20",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Group: SOFT DRINKS,36868.0,"1,729,814.37",False,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Division: GRAB&GO BEVERAGES,36868.0,"1,729,814.37",False,Stories Saida,GRAB&GO BEVERAGES,
DOUBLE CHOCOLATE MUFFIN,849.0,"169,692.01",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
ORANGE CAKE,354.0,"102,931.62",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
RED VELVET CAKE,601.0,"180,698.47",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
BROWNIES CAKE,835.0,"131,717.87",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
LAZY CAKE,1866.0,"582,140.42",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY CHEESE CAKE,617.0,"218,242.64",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
FRAMBOISE CHEESE CAKE,318.0,"112,397.30",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
LOTUS CHEESE CAKE,415.0,"148,642.94",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE MUFFIN,22.0,"4,315.32",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
CARROT CAKE,382.0,"109,671.89",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY MUFFIN,528.0,"105,687.69",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
APRICOT SABLE,124.0,"29,660.81",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE SABLE,287.0,"67,932.58",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
RED VELVET MUFFIN_,92.0,"18,323.90",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
Total by Group: COFFEE PASTRY,7290.0,"1,982,055.47",False,Stories Saida,COFFEE PASTRY,COFFEE PASTRY
Total by Division: COFFEE PASTRY,7290.0,"1,982,055.47",False,Stories Saida,COFFEE PASTRY,
CHEESE CROISSANT,1158.0,"239,037.36",False,Stories Saida,CROISSANT,CROISSANT
THYME CROISSANT,332.0,"63,461.44",False,Stories Saida,CROISSANT,CROISSANT
PLAIN CROISSANT,45.0,"9,000.00",False,Stories Saida,CROISSANT,CROISSANT
CHOCOLATE CROISSANT,442.0,"92,644.45",False,Stories Saida,CROISSANT,CROISSANT
ALMOND CROISSANT,140.0,"31,159.16",False,Stories Saida,CROISSANT,CROISSANT
Total by Group: CROISSANT,2117.0,"435,302.40",False,Stories Saida,CROISSANT,CROISSANT
Total by Division: CROISSANT,2117.0,"435,302.40",False,Stories Saida,CROISSANT,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,800.0,"256,025.83",False,Stories Saida,COOKIES,COOKIES
NY STYLE COOKIE - DOUBLE CHOCOLATE,212.0,"66,677.48",False,Stories Saida,COOKIES,COOKIES
GINGERBREAD COOKIES,3.0,900.90,False,Stories Saida,COOKIES,COOKIES
Total by Group: COOKIES,1015.0,"323,604.20",False,Stories Saida,COOKIES,COOKIES
Total by Division: COOKIES,1015.0,"323,604.20",False,Stories Saida,COOKIES,
FONDANT AU CHOCOLAT,738.0,"255,537.84",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
ECLAIR ORIGINAL,523.0,"130,236.13",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CHOCOLAT,472.0,"117,910.72",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
TARTE AU CHOCOLAT,226.0,"57,460.90",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS ORIGINAL ECLAIR,363.0,"90,942.34",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CARAMEL,187.0,"45,133.96",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
MACARONS,304.0,"81,670.27",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
CHOCOLATE SALTED CAKE,356.0,"111,181.08",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
ECLAIR COFFEE,45.0,"12,162.16",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS PISTACHIO ECLAIR,21.0,"7,567.57",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
Total by Group: FRENCH PASTRY,3235.0,"909,802.98",False,Stories Saida,FRENCH PASTRY,FRENCH PASTRY
Total by Division: FRENCH PASTRY,3235.0,"909,802.98",False,Stories Saida,FRENCH PASTRY,
GUMMY BEARS COMBO,6206.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA COMBO,6659.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
WAFER ROLL COMBO,4445.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
MARSHMALLOW COMBO,7680.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
BROWNIES COMBO,7614.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
LOTUS BISCUIT COMBO,6093.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
CHOCOLATE CHIPS COMBO,6857.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
OREO COMBO,6338.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
SPRINKLES COMBO,2836.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
MIXED NUTS COMBO,3490.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
OATS COMBO,36.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
STRAWBERRY COMBO,24745.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
PINEAPPLE COMBO,9462.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
MANGO COMBO,15316.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
HONEY COMBO,435.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
BLUEBERRIES COMBO,17252.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
Total by Group: COMBO TOPPINGS,125464.0,0.00,False,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA,136.0,"8,897.84",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
WAFER ROLL,83.0,"5,529.13",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
MARSHMALLOW,326.0,"20,948.71",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
BROWNIES,172.0,"11,698.68",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
LOTUS BISCUITS,977.0,"62,497.24",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
OREO,1491.0,"95,122.88",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
SPRINKLES,75.0,"4,903.06",False,Stories Saida,FROZEN YOGHURT,TOPPINGS
